YEAR,DOY,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,PRECTOTCORR,RH2M,WS2M,WS2M_MAX,PS,QV2M,Country,Month,Date
2024,108,26.81,26.41,22.99,3.57,5.36,77.92,2.71,3.0,76.67,8.55,Nigeria,9,2024-09-01
2024,188,27.73,27.1,20.5,4.59,1.38,60.68,2.22,3.12,75.99,12.29,Nigeria,2,2024-02-01
2017,301,29.8,29.37,24.27,8.02,9.65,88.34,1.8,5.16,77.81,12.29,Nigeria,11,2017-11-01
2024,98,23.01,28.98,23.35,6.23,6.4,80.7,0.9,3.99,79.43,13.06,Nigeria,8,2024-08-01
2015,131,29.44,29.77,28.6,5.8,8.48,63.72,1.83,4.86,76.17,10.02,Nigeria,10,2015-10-01
2022,293,21.97,31.66,24.95,6.63,0.77,79.35,2.26,3.46,78.4,10.54,Nigeria,3,2022-03-01
2019,171,27.06,28.84,23.71,5.92,8.24,78.84,2.3,3.95,77.37,12.32,Nigeria,12,2019-12-01
2018,183,31.38,31.7,22.15,9.09,10.22,80.53,2.16,4.21,77.04,7.06,Nigeria,5,2018-05-01
2022,364,28.36,28.85,24.66,4.5,2.81,40.18,1.08,5.75,76.66,11.61,Nigeria,6,2022-06-01
2021,39,27.75,32.08,26.91,4.27,0.7,72.19,-0.4,3.78,76.92,12.6,Nigeria,10,2021-10-01
2016,15,31.0,30.17,24.62,3.23,0.61,70.42,3.8,3.83,78.15,8.22,Nigeria,6,2016-06-01
2015,4,25.59,29.13,22.31,4.92,9.2,69.71,0.69,5.1,75.86,12.77,Nigeria,4,2015-04-01
2025,349,27.87,30.14,25.08,3.82,16.42,67.18,0.04,3.62,76.72,14.12,Nigeria,3,2025-03-01
2018,210,28.16,29.41,23.9,6.44,1.91,67.48,2.13,4.28,78.25,11.56,Nigeria,4,2018-04-01
2022,161,25.96,30.23,24.9,6.04,2.29,77.83,0.29,5.01,77.98,11.19,Nigeria,1,2022-01-01
2016,16,26.13,31.52,23.29,3.84,7.61,70.39,1.2,3.42,75.88,7.76,Nigeria,4,2016-04-01
2017,108,25.91,29.83,23.24,7.18,0.77,67.17,2.55,4.34,76.82,12.14,Nigeria,1,2017-01-01
2015,311,27.17,29.26,23.16,9.03,8.09,76.39,3.77,5.75,77.73,7.95,Nigeria,12,2015-12-01
2015,227,28.09,27.75,25.88,6.72,5.33,69.18,2.39,4.92,77.66,10.74,Nigeria,1,2015-01-01
2017,170,27.25,31.16,23.26,0.91,2.88,70.14,1.56,4.28,77.98,10.94,Nigeria,10,2017-10-01
2025,34,28.42,30.7,23.08,9.97,5.21,83.67,1.95,3.78,77.38,3.41,Nigeria,6,2025-06-01
2019,251,23.06,27.64,22.12,7.49,4.9,60.66,0.19,3.4,77.55,10.81,Nigeria,5,2019-05-01
2017,247,26.56,31.67,24.91,9.91,2.1,49.84,1.55,3.01,77.34,15.24,Nigeria,11,2017-11-01
2015,269,24.95,27.6,24.62,8.18,5.78,65.72,1.55,5.51,78.58,5.82,Nigeria,4,2015-04-01
2015,141,27.6,32.06,23.1,8.58,3.89,67.15,2.15,5.32,76.58,9.89,Nigeria,11,2015-11-01
2022,274,27.57,31.38,22.58,6.41,10.87,72.22,3.94,3.34,77.05,6.11,Nigeria,3,2022-03-01
2024,96,26.77,30.84,27.75,5.48,5.04,66.07,0.06,4.34,75.99,8.21,Nigeria,1,2024-01-01
2025,227,28.02,29.25,20.24,6.75,1.83,72.55,1.59,4.11,75.79,6.14,Nigeria,6,2025-06-01
2016,39,29.0,31.15,24.99,4.58,5.13,90.05,0.17,5.18,77.32,10.32,Nigeria,2,2016-02-01
2017,302,26.88,32.15,26.58,6.87,3.19,73.02,1.5,4.38,76.28,11.59,Nigeria,8,2017-08-01
2016,29,24.9,31.18,17.23,0.75,5.06,74.77,1.14,3.98,76.94,10.82,Nigeria,10,2016-10-01
2017,318,23.84,28.66,25.59,6.09,0.5,63.7,0.51,3.46,78.62,8.14,Nigeria,5,2017-05-01
2021,245,27.07,30.53,23.56,8.69,8.81,51.15,2.91,4.34,78.56,8.78,Nigeria,7,2021-07-01
2015,236,27.48,32.26,24.51,6.19,3.23,42.02,2.26,3.65,79.22,10.54,Nigeria,10,2015-10-01
2024,185,25.06,34.4,23.35,9.45,6.48,59.81,2.8,4.22,78.64,8.2,Nigeria,12,2024-12-01
2022,272,28.45,29.59,26.15,5.47,4.6,39.2,1.47,3.92,79.4,7.34,Nigeria,2,2022-02-01
2024,236,26.08,31.72,24.73,8.01,3.88,70.14,1.93,3.63,77.44,9.52,Nigeria,8,2024-08-01
2024,239,23.69,32.27,24.26,4.24,6.13,61.17,3.59,3.03,76.1,8.11,Nigeria,2,2024-02-01
2024,266,29.51,28.38,22.2,7.92,3.93,51.87,2.0,4.51,76.0,10.82,Nigeria,4,2024-04-01
