YEAR,DOY,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,PRECTOTCORR,RH2M,WS2M,WS2M_MAX,PS,QV2M,Country,Month,Date
2022,364,30.36,30.85,26.66,4.5,2.81,40.18,1.08,5.75,76.66,11.61,Sudan,6,2022-06-01
2021,39,29.75,34.08,28.91,4.27,0.7,72.19,-0.4,3.78,76.92,12.6,Sudan,10,2021-10-01
2016,15,33.0,32.17,26.62,3.23,0.61,70.42,3.8,3.83,78.15,8.22,Sudan,6,2016-06-01
2015,4,27.59,31.13,24.31,4.92,9.2,69.71,0.69,5.1,75.86,12.77,Sudan,4,2015-04-01
2025,349,29.87,32.14,27.08,3.82,16.42,67.18,0.04,3.62,76.72,14.12,Sudan,3,2025-03-01
2018,210,30.16,31.41,25.9,6.44,1.91,67.48,2.13,4.28,78.25,11.56,Sudan,4,2018-04-01
2022,161,27.96,32.23,26.9,6.04,2.29,77.83,0.29,5.01,77.98,11.19,Sudan,1,2022-01-01
2016,16,28.13,33.52,25.29,3.84,7.61,70.39,1.2,3.42,75.88,7.76,Sudan,4,2016-04-01
2017,108,27.91,31.83,25.24,7.18,0.77,67.17,2.55,4.34,76.82,12.14,Sudan,1,2017-01-01
2015,311,29.17,31.26,25.16,9.03,8.09,76.39,3.77,5.75,77.73,7.95,Sudan,12,2015-12-01
2015,227,30.09,29.75,27.88,6.72,5.33,69.18,2.39,4.92,77.66,10.74,Sudan,1,2015-01-01
2017,170,29.25,33.16,25.26,0.91,2.88,70.14,1.56,4.28,77.98,10.94,Sudan,10,2017-10-01
2025,34,30.42,32.7,25.08,9.97,5.21,83.67,1.95,3.78,77.38,3.41,Sudan,6,2025-06-01
2019,251,25.06,29.64,24.12,7.49,4.9,60.66,0.19,3.4,77.55,10.81,Sudan,5,2019-05-01
2017,247,28.56,33.67,26.91,9.91,2.1,49.84,1.55,3.01,77.34,15.24,Sudan,11,2017-11-01
2015,269,26.95,29.6,26.62,8.18,5.78,65.72,1.55,5.51,78.58,5.82,Sudan,4,2015-04-01
2015,141,29.6,34.06,25.1,8.58,3.89,67.15,2.15,5.32,76.58,9.89,Sudan,11,2015-11-01
2022,274,29.57,33.38,24.58,6.41,10.87,72.22,3.94,3.34,77.05,6.11,Sudan,3,2022-03-01
2024,96,28.77,32.84,29.75,5.48,5.04,66.07,0.06,4.34,75.99,8.21,Sudan,1,2024-01-01
2025,227,30.02,31.25,22.24,6.75,1.83,72.55,1.59,4.11,75.79,6.14,Sudan,6,2025-06-01
2016,39,31.0,33.15,26.99,4.58,5.13,90.05,0.17,5.18,77.32,10.32,Sudan,2,2016-02-01
2017,302,28.88,34.15,28.58,6.87,3.19,73.02,1.5,4.38,76.28,11.59,Sudan,8,2017-08-01
2016,29,26.9,33.18,19.23,0.75,5.06,74.77,1.14,3.98,76.94,10.82,Sudan,10,2016-10-01
2017,318,25.84,30.66,27.59,6.09,0.5,63.7,0.51,3.46,78.62,8.14,Sudan,5,2017-05-01
2021,245,29.07,32.53,25.56,8.69,8.81,51.15,2.91,4.34,78.56,8.78,Sudan,7,2021-07-01
2015,236,29.48,34.26,26.51,6.19,3.23,42.02,2.26,3.65,79.22,10.54,Sudan,10,2015-10-01
2024,185,27.06,36.4,25.35,9.45,6.48,59.81,2.8,4.22,78.64,8.2,Sudan,12,2024-12-01
2022,272,30.45,31.59,28.15,5.47,4.6,39.2,1.47,3.92,79.4,7.34,Sudan,2,2022-02-01
2024,236,28.08,33.72,26.73,8.01,3.88,70.14,1.93,3.63,77.44,9.52,Sudan,8,2024-08-01
2024,239,25.69,34.27,26.26,4.24,6.13,61.17,3.59,3.03,76.1,8.11,Sudan,2,2024-02-01
2024,266,31.51,30.38,24.2,7.92,3.93,51.87,2.0,4.51,76.0,10.82,Sudan,4,2024-04-01
