YEAR,DOY,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,PRECTOTCORR,RH2M,WS2M,WS2M_MAX,PS,QV2M,Country,Month,Date
2022,364,21.36,21.85,17.66,4.5,2.81,40.18,1.08,5.75,76.66,11.61,Kenya,6,2022-06-01
2021,39,20.75,25.08,19.91,4.27,0.7,72.19,-0.4,3.78,76.92,12.6,Kenya,10,2021-10-01
2016,15,24.0,23.17,17.62,3.23,0.61,70.42,3.8,3.83,78.15,8.22,Kenya,6,2016-06-01
2015,4,18.59,22.13,15.31,4.92,9.2,69.71,0.69,5.1,75.86,12.77,Kenya,4,2015-04-01
2025,349,20.87,23.14,18.08,3.82,16.42,67.18,0.04,3.62,76.72,14.12,Kenya,3,2025-03-01
2018,210,21.16,22.41,16.9,6.44,1.91,67.48,2.13,4.28,78.25,11.56,Kenya,4,2018-04-01
2022,161,18.96,23.23,17.9,6.04,2.29,77.83,0.29,5.01,77.98,11.19,Kenya,1,2022-01-01
2016,16,19.13,24.52,16.29,3.84,7.61,70.39,1.2,3.42,75.88,7.76,Kenya,4,2016-04-01
2017,108,18.91,22.83,16.24,7.18,0.77,67.17,2.55,4.34,76.82,12.14,Kenya,1,2017-01-01
2015,311,20.17,22.26,16.16,9.03,8.09,76.39,3.77,5.75,77.73,7.95,Kenya,12,2015-12-01
2015,227,21.09,20.75,18.88,6.72,5.33,69.18,2.39,4.92,77.66,10.74,Kenya,1,2015-01-01
2017,170,20.25,24.16,16.26,0.91,2.88,70.14,1.56,4.28,77.98,10.94,Kenya,10,2017-10-01
2025,34,21.42,23.7,16.08,9.97,5.21,83.67,1.95,3.78,77.38,3.41,Kenya,6,2025-06-01
2019,251,16.06,20.64,15.12,7.49,4.9,60.66,0.19,3.4,77.55,10.81,Kenya,5,2019-05-01
2017,247,19.56,24.67,17.91,9.91,2.1,49.84,1.55,3.01,77.34,15.24,Kenya,11,2017-11-01
2015,269,17.95,20.6,17.62,8.18,5.78,65.72,1.55,5.51,78.58,5.82,Kenya,4,2015-04-01
2015,141,20.6,25.06,16.1,8.58,3.89,67.15,2.15,5.32,76.58,9.89,Kenya,11,2015-11-01
2022,274,20.57,24.38,15.58,6.41,10.87,72.22,3.94,3.34,77.05,6.11,Kenya,3,2022-03-01
2024,96,19.77,23.84,20.75,5.48,5.04,66.07,0.06,4.34,75.99,8.21,Kenya,1,2024-01-01
2025,227,21.02,22.25,13.24,6.75,1.83,72.55,1.59,4.11,75.79,6.14,Kenya,6,2025-06-01
2016,39,22.0,24.15,17.99,4.58,5.13,90.05,0.17,5.18,77.32,10.32,Kenya,2,2016-02-01
2017,302,19.88,25.15,19.58,6.87,3.19,73.02,1.5,4.38,76.28,11.59,Kenya,8,2017-08-01
2016,29,17.9,24.18,10.23,0.75,5.06,74.77,1.14,3.98,76.94,10.82,Kenya,10,2016-10-01
2017,318,16.84,21.66,18.59,6.09,0.5,63.7,0.51,3.46,78.62,8.14,Kenya,5,2017-05-01
2021,245,20.07,23.53,16.56,8.69,8.81,51.15,2.91,4.34,78.56,8.78,Kenya,7,2021-07-01
2015,236,20.48,25.26,17.51,6.19,3.23,42.02,2.26,3.65,79.22,10.54,Kenya,10,2015-10-01
2024,185,18.06,27.4,16.35,9.45,6.48,59.81,2.8,4.22,78.64,8.2,Kenya,12,2024-12-01
2022,272,21.45,22.59,19.15,5.47,4.6,39.2,1.47,3.92,79.4,7.34,Kenya,2,2022-02-01
2024,236,19.08,24.72,17.73,8.01,3.88,70.14,1.93,3.63,77.44,9.52,Kenya,8,2024-08-01
2024,239,16.69,25.27,17.26,4.24,6.13,61.17,3.59,3.03,76.1,8.11,Kenya,2,2024-02-01
2024,266,22.51,21.38,15.2,7.92,3.93,51.87,2.0,4.51,76.0,10.82,Kenya,4,2024-04-01
